Kazakhstan,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
80,1880,-0.18129032258064504,0.05,0.33,0.29,0.39,0.28
81,1881,0.28870967741935494,0.03,0.31,0.27,0.37,0.27
82,1882,-0.17129032258064514,0.01,0.29,0.25,0.35,0.25
83,1883,-0.16129032258064513,-0.01,0.28,0.24,0.34,0.23
84,1884,-0.3512903225806451,-0.04,0.27,0.22,0.32,0.22
85,1885,-0.08129032258064506,-0.07,0.26,0.21,0.31,0.21
86,1886,-0.9712903225806451,-0.1,0.25,0.2,0.31,0.21
87,1887,0.6587096774193549,-0.13,0.25,0.2,0.3,0.2
88,1888,1.4587096774193549,-0.14,0.25,0.19,0.3,0.2
89,1889,-0.691290322580645,-0.14,0.25,0.19,0.29,0.2
90,1890,-0.1212903225806451,-0.14,0.24,0.19,0.29,0.2
91,1891,-0.5812903225806452,-0.15,0.24,0.19,0.28,0.2
92,1892,-0.15129032258064512,-0.15,0.25,0.2,0.29,0.21
93,1893,0.7887096774193549,-0.14,0.26,0.22,0.3,0.22
94,1894,-0.5312903225806451,-0.13,0.27,0.23,0.31,0.23
95,1895,0.1987096774193549,-0.1,0.28,0.24,0.32,0.23
96,1896,-0.45129032258064505,-0.08,0.27,0.24,0.32,0.23
97,1897,-0.33129032258064506,-0.04,0.27,0.23,0.32,0.23
98,1898,-1.001290322580645,-0.01,0.25,0.22,0.3,0.21
99,1899,1.2187096774193549,0.0,0.24,0.21,0.29,0.2
100,1900,-0.10129032258064508,0.02,0.22,0.19,0.27,0.18
101,1901,0.46870967741935493,0.03,0.2,0.18,0.26,0.16
102,1902,0.6187096774193549,0.04,0.18,0.16,0.24,0.15
103,1903,-0.3512903225806451,0.07,0.17,0.15,0.23,0.13
104,1904,0.3087096774193549,0.09,0.15,0.13,0.21,0.11
105,1905,-0.1312903225806451,0.11,0.13,0.11,0.19,0.09
106,1906,0.4987096774193549,0.13,0.11,0.09,0.17,0.08
107,1907,-0.46129032258064506,0.16,0.09,0.07,0.16,0.06
108,1908,-0.7712903225806451,0.19,0.09,0.07,0.15,0.05
109,1909,0.7687096774193549,0.23,0.08,0.06,0.14,0.05
110,1910,0.20870967741935492,0.27,0.09,0.07,0.15,0.06
111,1911,-0.07129032258064505,0.3,0.1,0.08,0.16,0.07
112,1912,0.14870967741935492,0.32,0.12,0.1,0.18,0.1
113,1913,0.7887096774193549,0.33,0.15,0.13,0.2,0.12
114,1914,1.1187096774193548,0.34,0.17,0.16,0.23,0.15
115,1915,1.598709677419355,0.37,0.2,0.18,0.25,0.18
116,1916,0.07870967741935492,0.39,0.23,0.2,0.28,0.2
117,1917,0.7587096774193549,0.42,0.25,0.23,0.3,0.22
118,1918,-0.19129032258064504,0.44,0.27,0.25,0.32,0.25
119,1919,-0.18129032258064504,0.46,0.3,0.27,0.34,0.27
120,1920,-0.7412903225806451,0.45,0.32,0.29,0.36,0.29
121,1921,0.4787096774193549,0.41,0.34,0.32,0.38,0.32
122,1922,1.008709677419355,0.36,0.36,0.34,0.4,0.34
123,1923,0.9387096774193548,0.31,0.38,0.35,0.41,0.35
124,1924,0.3887096774193549,0.27,0.39,0.37,0.42,0.36
125,1925,1.498709677419355,0.24,0.4,0.37,0.43,0.37
126,1926,0.4487096774193549,0.21,0.4,0.38,0.43,0.38
127,1927,0.20870967741935492,0.17,0.4,0.38,0.43,0.38
128,1928,-0.7512903225806451,0.12,0.4,0.38,0.43,0.38
129,1929,-0.891290322580645,0.06,0.4,0.38,0.43,0.37
130,1930,-0.041290322580645133,0.0,0.4,0.38,0.42,0.37
131,1931,-0.44129032258064504,-0.04,0.39,0.38,0.42,0.37
132,1932,0.798709677419355,-0.06,0.39,0.38,0.42,0.36
133,1933,-0.2412903225806451,-0.04,0.38,0.38,0.42,0.36
134,1934,-1.0612903225806452,0.0,0.38,0.38,0.42,0.36
135,1935,0.07870967741935492,0.06,0.38,0.37,0.41,0.35
136,1936,0.28870967741935494,0.12,0.37,0.37,0.41,0.35
137,1937,-0.29129032258064513,0.17,0.37,0.37,0.41,0.35
138,1938,0.4887096774193549,0.2,0.37,0.37,0.41,0.35
139,1939,0.6387096774193549,0.24,0.37,0.37,0.41,0.35
140,1940,1.1187096774193548,0.27,0.37,0.37,0.42,0.36
141,1941,0.4887096774193549,0.3,0.38,0.38,0.42,0.36
142,1942,0.03870967741935494,0.32,0.38,0.38,0.43,0.37
143,1943,-0.18129032258064504,0.32,0.39,0.39,0.44,0.37
144,1944,1.1587096774193548,0.31,0.39,0.39,0.44,0.38
145,1945,-0.5212903225806451,0.28,0.39,0.39,0.45,0.38
146,1946,0.27870967741935493,0.25,0.39,0.39,0.45,0.38
147,1947,0.5087096774193549,0.22,0.39,0.39,0.45,0.38
148,1948,1.1187096774193548,0.2,0.39,0.38,0.44,0.38
149,1949,-0.3512903225806451,0.2,0.38,0.38,0.44,0.37
150,1950,-0.621290322580645,0.2,0.38,0.37,0.44,0.37
151,1951,0.4287096774193549,0.2,0.37,0.37,0.43,0.36
152,1952,-0.011290322580645107,0.2,0.37,0.37,0.43,0.36
153,1953,0.6087096774193549,0.2,0.36,0.36,0.42,0.35
154,1954,-0.871290322580645,0.21,0.35,0.35,0.41,0.34
155,1955,1.1387096774193548,0.25,0.34,0.34,0.4,0.33
156,1956,-0.031290322580645125,0.3,0.33,0.33,0.38,0.32
157,1957,0.5387096774193549,0.38,0.31,0.31,0.36,0.31
158,1958,0.41870967741935494,0.45,0.3,0.3,0.34,0.29
159,1959,-0.4012903225806451,0.51,0.28,0.28,0.32,0.28
160,1960,-0.5712903225806452,0.56,0.27,0.27,0.31,0.26
161,1961,1.378709677419355,0.6,0.26,0.26,0.3,0.25
162,1962,1.588709677419355,0.64,0.25,0.25,0.29,0.24
163,1963,1.6987096774193549,0.67,0.24,0.24,0.28,0.24
164,1964,-0.031290322580645125,0.7,0.23,0.24,0.27,0.23
165,1965,1.2087096774193549,0.72,0.22,0.23,0.26,0.22
166,1966,0.7487096774193549,0.73,0.21,0.22,0.25,0.21
167,1967,0.9187096774193548,0.74,0.2,0.21,0.24,0.2
168,1968,0.3687096774193549,0.72,0.19,0.2,0.24,0.19
169,1969,-1.221290322580645,0.7,0.18,0.2,0.23,0.18
170,1970,0.5287096774193549,0.68,0.18,0.2,0.23,0.18
171,1971,1.288709677419355,0.68,0.19,0.2,0.24,0.19
172,1972,-0.621290322580645,0.69,0.2,0.21,0.25,0.2
173,1973,1.028709677419355,0.71,0.21,0.22,0.26,0.21
174,1974,0.2587096774193549,0.75,0.22,0.23,0.27,0.22
175,1975,1.4787096774193549,0.79,0.24,0.25,0.29,0.24
176,1976,-0.5612903225806452,0.85,0.25,0.26,0.31,0.25
177,1977,1.0987096774193548,0.9,0.27,0.28,0.33,0.27
178,1978,1.018709677419355,0.92,0.3,0.3,0.35,0.3
179,1979,1.1187096774193548,0.93,0.33,0.33,0.38,0.32
180,1980,0.6887096774193548,0.94,0.36,0.36,0.41,0.36
181,1981,1.7187096774193549,0.95,0.4,0.4,0.45,0.39
182,1982,1.2187096774193549,0.97,0.44,0.44,0.49,0.43
183,1983,2.5987096774193548,1.0,0.48,0.48,0.53,0.48
184,1984,-0.17129032258064514,1.03,0.52,0.53,0.57,0.52
185,1985,0.5287096774193549,1.05,0.56,0.57,0.61,0.55
186,1986,0.6987096774193549,1.05,0.6,0.6,0.65,0.59
187,1987,0.4587096774193549,1.05,0.63,0.64,0.69,0.63
188,1988,1.358709677419355,1.04,0.67,0.68,0.73,0.66
189,1989,1.558709677419355,1.05,0.7,0.72,0.78,0.7
190,1990,1.6787096774193548,1.08,0.74,0.77,0.82,0.74
191,1991,1.558709677419355,1.13,0.79,0.81,0.87,0.79
192,1992,0.828709677419355,1.2,0.84,0.86,0.92,0.83
193,1993,-0.32129032258064505,1.27,0.89,0.91,0.98,0.89
194,1994,0.558709677419355,1.33,0.94,0.97,1.03,0.94
195,1995,2.338709677419355,1.38,1.0,1.02,1.09,0.99
196,1996,0.08870967741935493,1.43,1.05,1.07,1.14,1.04
197,1997,2.038709677419355,1.47,1.1,1.12,1.19,1.09
198,1998,1.1787096774193548,1.53,1.15,1.17,1.24,1.14
199,1999,1.9287096774193548,1.61,1.21,1.23,1.3,1.2
200,2000,1.738709677419355,1.69,1.27,1.29,1.35,1.26
201,2001,1.798709677419355,1.77,1.33,1.35,1.41,1.32
202,2002,2.318709677419355,1.83,1.39,1.4,1.47,1.39
203,2003,1.148709677419355,1.86,1.45,1.46,1.52,1.44
204,2004,2.408709677419355,1.87,1.51,1.51,1.57,1.5
205,2005,2.048709677419355,1.87,1.56,1.56,1.61,1.55
206,2006,1.9387096774193548,1.86,1.61,1.61,1.65,1.6
207,2007,2.2687096774193547,1.85,1.65,1.65,1.69,1.65
208,2008,2.1487096774193546,1.84,1.7,1.7,1.72,1.69
209,2009,1.4687096774193549,1.83,1.74,1.75,1.76,1.74
210,2010,1.798709677419355,1.83,1.79,1.79,1.8,1.79
211,2011,0.7787096774193549,1.82,1.83,1.84,1.83,1.83
212,2012,1.258709677419355,1.84,1.88,1.88,1.87,1.88
213,2013,2.688709677419355,1.86,1.92,1.93,1.91,1.93
214,2014,0.818709677419355,1.89,1.97,1.97,1.96,1.97
215,2015,2.338709677419355,1.91,2.02,2.02,2.0,2.02
216,2016,2.218709677419355,1.94,2.07,2.06,2.04,2.07
217,2017,2.008709677419355,1.98,2.11,2.11,2.09,2.11
218,2018,0.7487096774193549,2.01,2.16,2.15,2.13,2.16
219,2019,2.208709677419355,2.05,2.2,2.2,2.18,2.21
220,2020,2.588709677419355,2.09,2.25,2.25,2.23,2.26
221,2021,,,2.29,2.29,2.28,2.31
222,2022,,,2.34,2.34,2.33,2.37
223,2023,,,2.37,2.38,2.38,2.42
224,2024,,,2.41,2.41,2.43,2.47
225,2025,,,2.45,2.45,2.47,2.52
226,2026,,,2.48,2.48,2.52,2.57
227,2027,,,2.51,2.52,2.56,2.63
228,2028,,,2.54,2.56,2.61,2.69
229,2029,,,2.57,2.59,2.65,2.74
230,2030,,,2.6,2.63,2.7,2.8
231,2031,,,2.63,2.66,2.75,2.86
232,2032,,,2.65,2.7,2.79,2.92
233,2033,,,2.68,2.73,2.84,2.98
234,2034,,,2.7,2.76,2.88,3.04
235,2035,,,2.72,2.79,2.92,3.1
236,2036,,,2.74,2.83,2.96,3.16
237,2037,,,2.76,2.86,3.0,3.22
238,2038,,,2.78,2.9,3.04,3.27
239,2039,,,2.8,2.94,3.08,3.33
240,2040,,,2.82,2.97,3.13,3.39
241,2041,,,2.83,3.01,3.18,3.46
242,2042,,,2.85,3.05,3.23,3.52
243,2043,,,2.87,3.09,3.27,3.58
244,2044,,,2.88,3.13,3.32,3.64
245,2045,,,2.9,3.16,3.38,3.71
246,2046,,,2.92,3.2,3.43,3.77
247,2047,,,2.93,3.24,3.49,3.83
248,2048,,,2.95,3.27,3.54,3.89
249,2049,,,2.96,3.3,3.58,3.96
250,2050,,,2.98,3.33,3.64,4.03
251,2051,,,3.0,3.38,3.69,4.1
252,2052,,,3.01,3.41,3.74,4.18
253,2053,,,3.03,3.44,3.8,4.26
254,2054,,,3.04,3.47,3.85,4.33
255,2055,,,3.05,3.5,3.9,4.4
256,2056,,,3.06,3.54,3.95,4.48
257,2057,,,3.06,3.57,4.0,4.55
258,2058,,,3.07,3.59,4.06,4.63
259,2059,,,3.07,3.62,4.11,4.7
260,2060,,,3.07,3.64,4.16,4.76
261,2061,,,3.07,3.67,4.21,4.84
262,2062,,,3.07,3.69,4.27,4.92
263,2063,,,3.07,3.71,4.33,5.0
264,2064,,,3.08,3.74,4.38,5.07
265,2065,,,3.08,3.76,4.44,5.14
266,2066,,,3.08,3.78,4.5,5.21
267,2067,,,3.08,3.8,4.56,5.28
268,2068,,,3.08,3.82,4.61,5.35
269,2069,,,3.08,3.84,4.66,5.42
270,2070,,,3.08,3.86,4.71,5.49
271,2071,,,3.08,3.88,4.76,5.56
272,2072,,,3.09,3.9,4.81,5.63
273,2073,,,3.09,3.92,4.86,5.7
274,2074,,,3.09,3.95,4.92,5.78
275,2075,,,3.08,3.97,4.97,5.85
276,2076,,,3.08,3.99,5.03,5.93
277,2077,,,3.08,4.02,5.08,6.01
278,2078,,,3.07,4.05,5.14,6.09
279,2079,,,3.06,4.07,5.2,6.17
280,2080,,,3.05,4.09,5.26,6.25
281,2081,,,3.04,4.12,5.31,6.33
282,2082,,,3.03,4.14,5.37,6.41
283,2083,,,3.01,4.16,5.43,6.5
284,2084,,,3.0,4.19,5.49,6.58
285,2085,,,2.99,4.21,5.56,6.66
286,2086,,,2.98,4.24,5.62,6.74
287,2087,,,2.97,4.26,5.68,6.82
288,2088,,,2.96,4.29,5.75,6.9
289,2089,,,2.96,4.31,5.81,6.98
290,2090,,,2.96,4.33,5.87,7.06
291,2091,,,2.95,4.36,5.93,7.13
292,2092,,,2.95,4.38,5.99,7.21
293,2093,,,2.94,4.4,6.05,7.28
294,2094,,,2.94,4.42,6.11,7.36
295,2095,,,2.94,4.44,6.16,7.43
296,2096,,,2.93,4.47,6.22,7.5
297,2097,,,2.93,4.48,6.28,7.58
298,2098,,,2.93,4.5,6.33,7.65
299,2099,,,2.92,4.52,6.39,7.71
300,2100,,,2.92,4.54,6.45,7.8
