Kosovo,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
224,2024,,,2.15,2.19,2.13,2.19
225,2025,,,2.18,2.22,2.17,2.24
226,2026,,,2.2,2.26,2.21,2.28
227,2027,,,2.23,2.29,2.25,2.32
228,2028,,,2.25,2.33,2.3,2.36
229,2029,,,2.27,2.36,2.34,2.41
230,2030,,,2.29,2.39,2.39,2.45
231,2031,,,2.31,2.42,2.43,2.49
232,2032,,,2.33,2.45,2.47,2.54
233,2033,,,2.35,2.48,2.51,2.59
234,2034,,,2.36,2.5,2.54,2.63
235,2035,,,2.38,2.53,2.58,2.68
236,2036,,,2.4,2.55,2.61,2.73
237,2037,,,2.42,2.58,2.65,2.78
238,2038,,,2.45,2.61,2.68,2.83
239,2039,,,2.47,2.63,2.72,2.89
240,2040,,,2.5,2.66,2.76,2.94
241,2041,,,2.52,2.69,2.81,2.99
242,2042,,,2.54,2.71,2.85,3.04
243,2043,,,2.56,2.74,2.89,3.09
244,2044,,,2.58,2.77,2.93,3.15
245,2045,,,2.6,2.79,2.97,3.2
246,2046,,,2.61,2.82,3.02,3.26
247,2047,,,2.63,2.85,3.06,3.32
248,2048,,,2.64,2.88,3.1,3.37
249,2049,,,2.65,2.9,3.14,3.43
250,2050,,,2.66,2.93,3.19,3.49
251,2051,,,2.67,2.97,3.23,3.55
252,2052,,,2.67,2.99,3.28,3.61
253,2053,,,2.68,3.01,3.32,3.68
254,2054,,,2.68,3.04,3.36,3.74
255,2055,,,2.69,3.07,3.41,3.79
256,2056,,,2.69,3.09,3.45,3.85
257,2057,,,2.69,3.12,3.49,3.91
258,2058,,,2.69,3.14,3.53,3.97
259,2059,,,2.7,3.16,3.57,4.03
260,2060,,,2.7,3.18,3.61,4.08
261,2061,,,2.71,3.2,3.65,4.14
262,2062,,,2.71,3.22,3.69,4.2
263,2063,,,2.71,3.24,3.73,4.26
264,2064,,,2.71,3.26,3.78,4.32
265,2065,,,2.72,3.28,3.83,4.38
266,2066,,,2.72,3.3,3.87,4.45
267,2067,,,2.71,3.32,3.92,4.51
268,2068,,,2.71,3.34,3.97,4.57
269,2069,,,2.71,3.36,4.01,4.64
270,2070,,,2.7,3.37,4.06,4.71
271,2071,,,2.7,3.39,4.11,4.77
272,2072,,,2.7,3.41,4.16,4.84
273,2073,,,2.69,3.43,4.21,4.9
274,2074,,,2.68,3.45,4.26,4.97
275,2075,,,2.68,3.47,4.31,5.03
276,2076,,,2.67,3.48,4.37,5.09
277,2077,,,2.66,3.5,4.42,5.16
278,2078,,,2.66,3.52,4.47,5.21
279,2079,,,2.65,3.54,4.52,5.28
280,2080,,,2.65,3.55,4.57,5.34
281,2081,,,2.65,3.57,4.62,5.4
282,2082,,,2.65,3.59,4.66,5.46
283,2083,,,2.65,3.61,4.71,5.53
284,2084,,,2.65,3.63,4.75,5.6
285,2085,,,2.65,3.64,4.8,5.67
286,2086,,,2.65,3.66,4.84,5.73
287,2087,,,2.65,3.67,4.89,5.81
288,2088,,,2.64,3.69,4.95,5.88
289,2089,,,2.64,3.7,5.01,5.95
290,2090,,,2.64,3.72,5.07,6.03
291,2091,,,2.64,3.73,5.12,6.1
292,2092,,,2.63,3.75,5.18,6.18
293,2093,,,2.63,3.76,5.24,6.25
294,2094,,,2.63,3.77,5.29,6.33
295,2095,,,2.63,3.78,5.34,6.4
296,2096,,,2.62,3.8,5.4,6.48
297,2097,,,2.62,3.81,5.46,6.55
298,2098,,,2.61,3.82,5.52,6.62
299,2099,,,2.61,3.83,5.57,6.69
300,2100,,,2.61,3.84,5.63,6.77
