Malta,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
264,2064,,,2.25,2.7,3.04,3.43
265,2065,,,2.25,2.71,3.07,3.48
266,2066,,,2.25,2.73,3.11,3.53
267,2067,,,2.25,2.74,3.14,3.58
268,2068,,,2.25,2.75,3.17,3.63
269,2069,,,2.25,2.76,3.2,3.68
270,2070,,,2.25,2.78,3.23,3.73
271,2071,,,2.25,2.79,3.27,3.78
272,2072,,,2.24,2.8,3.3,3.83
273,2073,,,2.24,2.81,3.33,3.88
274,2074,,,2.24,2.83,3.37,3.93
275,2075,,,2.23,2.84,3.4,3.97
276,2076,,,2.23,2.85,3.45,4.02
277,2077,,,2.22,2.87,3.49,4.07
278,2078,,,2.22,2.89,3.52,4.12
279,2079,,,2.22,2.9,3.56,4.17
280,2080,,,2.22,2.92,3.61,4.21
281,2081,,,2.22,2.93,3.64,4.26
282,2082,,,2.22,2.94,3.68,4.3
283,2083,,,2.22,2.96,3.72,4.35
284,2084,,,2.22,2.97,3.75,4.4
285,2085,,,2.22,2.98,3.79,4.44
286,2086,,,2.22,2.99,3.83,4.49
287,2087,,,2.22,3.0,3.87,4.54
288,2088,,,2.21,3.01,3.91,4.59
289,2089,,,2.21,3.02,3.95,4.64
290,2090,,,2.21,3.03,3.99,4.69
291,2091,,,2.2,3.04,4.03,4.74
292,2092,,,2.2,3.05,4.07,4.79
293,2093,,,2.2,3.05,4.11,4.84
294,2094,,,2.19,3.06,4.15,4.89
295,2095,,,2.19,3.07,4.19,4.94
296,2096,,,2.19,3.08,4.23,4.98
297,2097,,,2.18,3.08,4.27,5.03
298,2098,,,2.18,3.09,4.3,5.08
299,2099,,,2.17,3.09,4.34,5.12
300,2100,,,2.17,3.1,4.39,5.18
