The Bahamas,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
78,1878,0.2103225806451613,0.14,0.46,0.45,0.46,0.44
79,1879,0.0303225806451613,0.14,0.46,0.45,0.46,0.44
80,1880,0.3603225806451613,0.14,0.46,0.44,0.46,0.44
81,1881,0.12032258064516133,0.13,0.45,0.44,0.45,0.44
82,1882,0.2203225806451613,0.12,0.45,0.44,0.45,0.43
83,1883,0.45032258064516134,0.1,0.45,0.44,0.45,0.43
84,1884,0.06032258064516133,0.09,0.44,0.43,0.45,0.43
85,1885,0.14032258064516134,0.08,0.44,0.43,0.45,0.43
86,1886,-0.5296774193548387,0.06,0.44,0.43,0.44,0.42
87,1887,-0.2596774193548387,0.04,0.44,0.43,0.44,0.42
88,1888,0.00032258064516133,0.02,0.43,0.42,0.44,0.42
89,1889,0.020322580645161348,0.01,0.43,0.42,0.44,0.42
90,1890,0.27032258064516135,0.01,0.43,0.42,0.44,0.42
91,1891,0.020322580645161348,0.02,0.43,0.43,0.44,0.42
92,1892,-0.23967741935483866,0.04,0.44,0.43,0.45,0.42
93,1893,0.010322580645161339,0.07,0.44,0.44,0.45,0.43
94,1894,0.07032258064516134,0.09,0.45,0.44,0.46,0.43
95,1895,-0.05967741935483872,0.1,0.46,0.45,0.46,0.44
96,1896,0.11032258064516132,0.1,0.46,0.45,0.47,0.44
97,1897,0.45032258064516134,0.1,0.46,0.46,0.47,0.45
98,1898,0.2903225806451613,0.1,0.46,0.46,0.47,0.45
99,1899,0.4103225806451613,0.1,0.46,0.46,0.47,0.45
100,1900,0.28032258064516136,0.11,0.46,0.46,0.47,0.45
101,1901,-0.36967741935483867,0.12,0.46,0.46,0.47,0.45
102,1902,-0.029677419354838697,0.12,0.46,0.46,0.47,0.45
103,1903,-0.08967741935483864,0.11,0.46,0.46,0.47,0.45
104,1904,-0.13967741935483868,0.11,0.46,0.45,0.46,0.45
105,1905,0.4203225806451613,0.1,0.45,0.45,0.46,0.45
106,1906,0.00032258064516133,0.1,0.45,0.45,0.45,0.44
107,1907,0.27032258064516135,0.11,0.45,0.44,0.45,0.44
108,1908,0.27032258064516135,0.12,0.44,0.44,0.44,0.43
109,1909,0.0303225806451613,0.12,0.44,0.43,0.44,0.43
110,1910,-0.5896774193548387,0.12,0.44,0.43,0.43,0.43
111,1911,0.3603225806451613,0.12,0.43,0.43,0.43,0.42
112,1912,0.4903225806451613,0.12,0.44,0.43,0.43,0.42
113,1913,0.12032258064516133,0.11,0.44,0.43,0.44,0.42
114,1914,0.06032258064516133,0.11,0.44,0.43,0.44,0.43
115,1915,0.0903225806451613,0.11,0.44,0.43,0.44,0.43
116,1916,-0.12967741935483867,0.11,0.44,0.43,0.44,0.43
117,1917,-0.22967741935483865,0.12,0.45,0.44,0.45,0.43
118,1918,0.06032258064516133,0.14,0.45,0.44,0.45,0.43
119,1919,0.3403225806451613,0.16,0.45,0.45,0.46,0.44
120,1920,0.13032258064516133,0.19,0.46,0.45,0.47,0.44
121,1921,0.31032258064516133,0.23,0.47,0.46,0.47,0.45
122,1922,0.0303225806451613,0.26,0.47,0.47,0.48,0.46
123,1923,0.10032258064516131,0.29,0.48,0.48,0.49,0.46
124,1924,0.5803225806451613,0.32,0.49,0.48,0.5,0.47
125,1925,0.6203225806451613,0.35,0.5,0.49,0.51,0.48
126,1926,0.7003225806451613,0.36,0.5,0.5,0.52,0.49
127,1927,0.4103225806451613,0.38,0.51,0.51,0.53,0.49
128,1928,0.18032258064516132,0.38,0.52,0.51,0.53,0.5
129,1929,0.6003225806451613,0.39,0.52,0.52,0.54,0.51
130,1930,0.3003225806451613,0.39,0.53,0.53,0.54,0.51
131,1931,0.18032258064516132,0.39,0.54,0.53,0.55,0.52
132,1932,0.4703225806451613,0.38,0.54,0.54,0.55,0.52
133,1933,0.5303225806451614,0.37,0.55,0.54,0.56,0.53
134,1934,0.1603225806451613,0.36,0.55,0.55,0.56,0.53
135,1935,0.11032258064516132,0.36,0.56,0.55,0.56,0.54
136,1936,0.4303225806451613,0.35,0.56,0.55,0.57,0.54
137,1937,0.5703225806451613,0.35,0.56,0.55,0.57,0.54
138,1938,0.4303225806451613,0.35,0.57,0.56,0.57,0.55
139,1939,0.5003225806451613,0.36,0.57,0.56,0.57,0.55
140,1940,-0.05967741935483872,0.37,0.57,0.56,0.57,0.55
141,1941,0.3503225806451613,0.39,0.58,0.56,0.58,0.56
142,1942,0.4703225806451613,0.41,0.58,0.56,0.58,0.56
143,1943,0.17032258064516131,0.43,0.58,0.57,0.58,0.56
144,1944,0.2903225806451613,0.44,0.58,0.57,0.58,0.56
145,1945,0.2903225806451613,0.44,0.58,0.57,0.58,0.56
146,1946,0.8303225806451613,0.45,0.59,0.57,0.58,0.56
147,1947,0.7303225806451613,0.45,0.59,0.57,0.58,0.56
148,1948,1.1803225806451612,0.45,0.59,0.57,0.58,0.57
149,1949,0.7603225806451613,0.45,0.59,0.57,0.58,0.57
150,1950,0.1503225806451613,0.45,0.59,0.58,0.59,0.57
151,1951,0.24032258064516132,0.45,0.59,0.58,0.59,0.57
152,1952,0.4103225806451613,0.44,0.6,0.58,0.59,0.57
153,1953,0.6603225806451614,0.44,0.6,0.58,0.59,0.58
154,1954,0.25032258064516133,0.43,0.6,0.58,0.59,0.58
155,1955,0.07032258064516134,0.43,0.6,0.58,0.59,0.57
156,1956,0.10032258064516131,0.43,0.59,0.58,0.59,0.57
157,1957,0.7003225806451613,0.44,0.59,0.58,0.59,0.57
158,1958,0.3703225806451613,0.45,0.58,0.57,0.58,0.56
159,1959,0.9603225806451613,0.45,0.58,0.57,0.58,0.56
160,1960,0.4703225806451613,0.46,0.57,0.56,0.58,0.55
161,1961,0.6403225806451613,0.46,0.56,0.56,0.57,0.55
162,1962,0.38032258064516133,0.46,0.56,0.56,0.57,0.54
163,1963,0.4303225806451613,0.46,0.55,0.55,0.56,0.54
164,1964,0.7103225806451613,0.45,0.55,0.55,0.56,0.54
165,1965,0.4203225806451613,0.45,0.55,0.55,0.56,0.53
166,1966,0.1603225806451613,0.45,0.54,0.54,0.55,0.53
167,1967,0.5203225806451613,0.45,0.54,0.54,0.55,0.53
168,1968,0.10032258064516131,0.46,0.54,0.54,0.55,0.53
169,1969,0.3503225806451613,0.47,0.54,0.54,0.55,0.53
170,1970,0.2203225806451613,0.49,0.54,0.54,0.55,0.53
171,1971,0.5803225806451613,0.5,0.55,0.54,0.55,0.53
172,1972,0.9103225806451614,0.52,0.55,0.55,0.56,0.54
173,1973,0.5803225806451613,0.55,0.56,0.56,0.56,0.55
174,1974,0.6103225806451613,0.57,0.57,0.57,0.57,0.56
175,1975,0.9603225806451613,0.6,0.58,0.58,0.58,0.57
176,1976,0.40032258064516135,0.62,0.59,0.58,0.59,0.58
177,1977,0.5603225806451613,0.64,0.6,0.59,0.6,0.59
178,1978,0.6403225806451613,0.65,0.61,0.6,0.61,0.6
179,1979,0.7103225806451613,0.66,0.61,0.61,0.62,0.61
180,1980,0.7303225806451613,0.67,0.62,0.62,0.63,0.62
181,1981,0.3203225806451613,0.68,0.64,0.64,0.65,0.63
182,1982,1.0403225806451615,0.7,0.65,0.65,0.66,0.64
183,1983,0.7303225806451613,0.72,0.66,0.66,0.67,0.65
184,1984,0.4703225806451613,0.75,0.68,0.68,0.69,0.66
185,1985,0.6903225806451614,0.78,0.69,0.69,0.7,0.68
186,1986,0.8703225806451613,0.82,0.7,0.7,0.72,0.69
187,1987,0.8103225806451613,0.85,0.72,0.72,0.73,0.71
188,1988,0.6803225806451614,0.88,0.74,0.74,0.75,0.72
189,1989,0.9603225806451613,0.91,0.75,0.75,0.76,0.74
190,1990,1.3203225806451613,0.94,0.77,0.77,0.78,0.76
191,1991,1.2503225806451614,0.97,0.8,0.79,0.8,0.78
192,1992,0.8203225806451613,1.0,0.82,0.82,0.83,0.8
193,1993,0.9203225806451614,1.02,0.85,0.84,0.85,0.83
194,1994,1.3303225806451613,1.03,0.87,0.87,0.88,0.85
195,1995,1.0203225806451615,1.04,0.9,0.89,0.9,0.88
196,1996,0.6003225806451613,1.05,0.92,0.92,0.93,0.9
197,1997,1.3303225806451613,1.05,0.94,0.94,0.95,0.93
198,1998,1.4303225806451612,1.05,0.97,0.97,0.98,0.95
199,1999,0.8803225806451613,1.06,0.99,0.99,1.01,0.98
200,2000,0.7303225806451613,1.06,1.02,1.02,1.03,1.01
201,2001,0.8303225806451613,1.06,1.05,1.05,1.06,1.04
202,2002,1.3603225806451613,1.06,1.08,1.08,1.09,1.07
203,2003,1.4403225806451614,1.06,1.1,1.11,1.12,1.09
204,2004,0.9903225806451613,1.06,1.13,1.13,1.14,1.12
205,2005,0.9603225806451613,1.06,1.16,1.16,1.17,1.15
206,2006,0.8903225806451613,1.07,1.18,1.18,1.19,1.17
207,2007,1.2103225806451614,1.09,1.2,1.21,1.21,1.2
208,2008,1.1303225806451613,1.12,1.23,1.23,1.24,1.22
209,2009,1.0503225806451613,1.15,1.25,1.25,1.26,1.24
210,2010,0.5403225806451614,1.18,1.27,1.27,1.28,1.27
211,2011,1.2703225806451615,1.22,1.29,1.3,1.3,1.29
212,2012,1.0703225806451613,1.27,1.32,1.32,1.32,1.32
213,2013,1.2803225806451612,1.32,1.34,1.34,1.34,1.34
214,2014,1.3703225806451613,1.38,1.37,1.37,1.36,1.37
215,2015,1.8503225806451615,1.43,1.4,1.39,1.39,1.4
216,2016,1.5203225806451615,1.49,1.42,1.41,1.41,1.42
217,2017,1.4803225806451614,1.55,1.44,1.44,1.43,1.44
218,2018,1.4103225806451614,1.6,1.46,1.46,1.45,1.47
219,2019,1.7603225806451612,1.66,1.48,1.48,1.47,1.49
220,2020,1.7503225806451614,1.72,1.5,1.51,1.49,1.52
221,2021,,,1.52,1.54,1.52,1.54
222,2022,,,1.54,1.56,1.54,1.57
223,2023,,,1.56,1.59,1.57,1.6
224,2024,,,1.58,1.62,1.59,1.62
225,2025,,,1.6,1.64,1.62,1.65
226,2026,,,1.62,1.67,1.64,1.68
227,2027,,,1.64,1.69,1.67,1.71
228,2028,,,1.66,1.72,1.69,1.74
229,2029,,,1.68,1.74,1.72,1.77
230,2030,,,1.7,1.77,1.74,1.8
231,2031,,,1.72,1.79,1.77,1.82
232,2032,,,1.74,1.81,1.79,1.85
233,2033,,,1.76,1.83,1.82,1.88
234,2034,,,1.78,1.84,1.84,1.91
235,2035,,,1.8,1.86,1.87,1.94
236,2036,,,1.81,1.88,1.89,1.98
237,2037,,,1.83,1.89,1.92,2.01
238,2038,,,1.84,1.91,1.95,2.04
239,2039,,,1.85,1.93,1.97,2.08
240,2040,,,1.86,1.94,2.0,2.11
241,2041,,,1.87,1.96,2.03,2.15
242,2042,,,1.87,1.98,2.06,2.18
243,2043,,,1.88,2.0,2.09,2.22
244,2044,,,1.88,2.02,2.11,2.25
245,2045,,,1.89,2.03,2.14,2.29
246,2046,,,1.89,2.05,2.17,2.32
247,2047,,,1.9,2.07,2.19,2.36
248,2048,,,1.9,2.08,2.22,2.39
249,2049,,,1.9,2.1,2.24,2.42
250,2050,,,1.91,2.12,2.27,2.46
251,2051,,,1.91,2.14,2.29,2.49
252,2052,,,1.92,2.15,2.32,2.53
253,2053,,,1.93,2.17,2.34,2.57
254,2054,,,1.93,2.19,2.37,2.6
255,2055,,,1.93,2.21,2.39,2.63
256,2056,,,1.94,2.22,2.42,2.67
257,2057,,,1.94,2.24,2.44,2.7
258,2058,,,1.94,2.26,2.47,2.74
259,2059,,,1.94,2.28,2.5,2.77
260,2060,,,1.95,2.29,2.53,2.81
261,2061,,,1.95,2.31,2.56,2.84
262,2062,,,1.95,2.33,2.59,2.88
263,2063,,,1.96,2.35,2.62,2.92
264,2064,,,1.96,2.36,2.65,2.96
265,2065,,,1.96,2.37,2.69,3.0
266,2066,,,1.96,2.39,2.72,3.04
267,2067,,,1.96,2.4,2.75,3.08
268,2068,,,1.96,2.41,2.78,3.12
269,2069,,,1.96,2.42,2.81,3.16
270,2070,,,1.96,2.43,2.84,3.21
271,2071,,,1.96,2.44,2.88,3.25
272,2072,,,1.96,2.46,2.91,3.29
273,2073,,,1.96,2.47,2.94,3.34
274,2074,,,1.96,2.48,2.97,3.38
275,2075,,,1.97,2.5,3.0,3.42
276,2076,,,1.96,2.51,3.03,3.46
277,2077,,,1.96,2.52,3.05,3.5
278,2078,,,1.96,2.53,3.08,3.54
279,2079,,,1.96,2.54,3.11,3.58
280,2080,,,1.95,2.55,3.14,3.62
281,2081,,,1.95,2.57,3.17,3.65
282,2082,,,1.95,2.58,3.2,3.69
283,2083,,,1.94,2.59,3.23,3.73
284,2084,,,1.94,2.61,3.26,3.76
285,2085,,,1.94,2.62,3.29,3.8
286,2086,,,1.93,2.63,3.32,3.83
287,2087,,,1.93,2.64,3.35,3.87
288,2088,,,1.92,2.64,3.38,3.91
289,2089,,,1.92,2.65,3.41,3.95
290,2090,,,1.92,2.66,3.45,3.99
291,2091,,,1.91,2.66,3.48,4.02
292,2092,,,1.91,2.67,3.51,4.06
293,2093,,,1.9,2.68,3.55,4.1
294,2094,,,1.9,2.68,3.58,4.14
295,2095,,,1.89,2.69,3.61,4.17
296,2096,,,1.89,2.7,3.64,4.21
297,2097,,,1.89,2.7,3.68,4.25
298,2098,,,1.88,2.7,3.71,4.28
299,2099,,,1.88,2.71,3.74,4.32
300,2100,,,1.87,2.72,3.77,4.36
