Algeria,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
62,1862,-0.1132258064516129,-0.02,-0.02,-0.07,-0.06,-0.05
63,1863,-0.3632258064516129,-0.01,-0.02,-0.07,-0.06,-0.05
64,1864,0.15677419354838712,-0.0,-0.02,-0.07,-0.06,-0.05
65,1865,0.006774193548387097,-0.01,-0.02,-0.07,-0.05,-0.05
66,1866,0.25677419354838715,-0.01,-0.01,-0.06,-0.05,-0.05
67,1867,0.6067741935483871,-0.02,-0.01,-0.06,-0.05,-0.05
68,1868,-0.31322580645161285,-0.02,-0.01,-0.06,-0.05,-0.05
69,1869,-0.07322580645161286,-0.02,-0.01,-0.06,-0.04,-0.05
70,1870,-0.013225806451612865,-0.01,-0.01,-0.06,-0.04,-0.04
71,1871,-0.06322580645161285,-0.01,-0.01,-0.05,-0.04,-0.04
72,1872,-0.17322580645161284,-0.01,-0.01,-0.05,-0.03,-0.04
73,1873,-0.0532258064516129,-0.01,-0.01,-0.05,-0.03,-0.04
74,1874,-0.06322580645161285,-0.01,-0.01,-0.05,-0.03,-0.04
75,1875,-0.1132258064516129,-0.02,-0.01,-0.05,-0.03,-0.04
76,1876,0.2367741935483871,-0.03,-0.02,-0.06,-0.03,-0.05
77,1877,0.35677419354838713,-0.05,-0.02,-0.06,-0.04,-0.05
78,1878,0.9967741935483871,-0.07,-0.03,-0.07,-0.05,-0.06
79,1879,0.05677419354838714,-0.09,-0.04,-0.08,-0.06,-0.08
80,1880,-0.3532258064516129,-0.11,-0.05,-0.09,-0.07,-0.09
81,1881,0.5567741935483871,-0.13,-0.07,-0.1,-0.09,-0.1
82,1882,-0.27322580645161293,-0.15,-0.08,-0.11,-0.1,-0.11
83,1883,-0.4632258064516129,-0.18,-0.09,-0.12,-0.11,-0.12
84,1884,-0.603225806451613,-0.2,-0.1,-0.13,-0.12,-0.13
85,1885,-0.31322580645161285,-0.22,-0.1,-0.13,-0.13,-0.14
86,1886,-0.2632258064516129,-0.21,-0.11,-0.14,-0.13,-0.14
87,1887,0.006774193548387097,-0.19,-0.11,-0.14,-0.13,-0.15
88,1888,-0.10322580645161289,-0.15,-0.11,-0.14,-0.13,-0.15
89,1889,-0.30322580645161284,-0.11,-0.11,-0.14,-0.13,-0.15
90,1890,-0.8432258064516129,-0.06,-0.11,-0.14,-0.13,-0.15
91,1891,-0.2432258064516129,-0.0,-0.1,-0.14,-0.13,-0.14
92,1892,0.24677419354838712,0.05,-0.1,-0.13,-0.12,-0.14
93,1893,0.4667741935483871,0.1,-0.09,-0.12,-0.11,-0.13
94,1894,-0.003225806451612856,0.14,-0.08,-0.11,-0.1,-0.11
95,1895,0.8367741935483871,0.17,-0.07,-0.1,-0.08,-0.1
96,1896,-0.4832258064516129,0.19,-0.06,-0.09,-0.07,-0.1
97,1897,0.5867741935483871,0.21,-0.05,-0.09,-0.07,-0.09
98,1898,0.3267741935483871,0.21,-0.05,-0.09,-0.06,-0.09
99,1899,1.0367741935483872,0.19,-0.05,-0.08,-0.06,-0.09
100,1900,0.2067741935483871,0.16,-0.05,-0.08,-0.06,-0.09
101,1901,0.08677419354838711,0.13,-0.05,-0.09,-0.06,-0.09
102,1902,0.3967741935483871,0.09,-0.05,-0.09,-0.07,-0.09
103,1903,-0.10322580645161289,0.05,-0.05,-0.09,-0.07,-0.09
104,1904,0.026774193548387115,0.01,-0.06,-0.1,-0.08,-0.1
105,1905,-0.22322580645161288,-0.02,-0.06,-0.1,-0.08,-0.1
106,1906,-0.33322580645161287,-0.05,-0.07,-0.1,-0.08,-0.1
107,1907,-0.5932258064516129,-0.06,-0.07,-0.1,-0.09,-0.1
108,1908,0.04677419354838713,-0.07,-0.07,-0.1,-0.09,-0.1
109,1909,-0.09322580645161288,-0.07,-0.07,-0.1,-0.08,-0.1
110,1910,-0.09322580645161288,-0.07,-0.06,-0.1,-0.08,-0.1
111,1911,-0.19322580645161286,-0.07,-0.06,-0.09,-0.07,-0.09
112,1912,0.05677419354838714,-0.07,-0.05,-0.08,-0.07,-0.08
113,1913,0.2367741935483871,-0.07,-0.04,-0.07,-0.06,-0.07
114,1914,0.24677419354838712,-0.06,-0.02,-0.05,-0.04,-0.05
115,1915,-0.003225806451612856,-0.05,-0.01,-0.04,-0.03,-0.04
116,1916,-0.07322580645161286,-0.04,0.0,-0.03,-0.02,-0.03
117,1917,-0.3632258064516129,-0.04,0.02,-0.01,-0.01,-0.01
118,1918,-0.4732258064516129,-0.03,0.03,0.0,0.01,0.0
119,1919,-0.21322580645161288,-0.01,0.05,0.02,0.02,0.02
120,1920,0.3467741935483871,0.01,0.06,0.03,0.04,0.04
121,1921,-0.12322580645161291,0.03,0.08,0.05,0.06,0.05
122,1922,0.1467741935483871,0.06,0.09,0.06,0.07,0.07
123,1923,-0.3632258064516129,0.1,0.11,0.07,0.09,0.08
124,1924,0.5367741935483872,0.15,0.12,0.08,0.1,0.09
125,1925,-0.16322580645161283,0.2,0.12,0.09,0.11,0.1
126,1926,0.6867741935483871,0.25,0.13,0.1,0.12,0.1
127,1927,0.48677419354838714,0.28,0.14,0.1,0.12,0.11
128,1928,0.2867741935483871,0.3,0.14,0.11,0.13,0.11
129,1929,-0.22322580645161288,0.31,0.15,0.11,0.13,0.12
130,1930,0.5767741935483871,0.32,0.15,0.12,0.14,0.12
131,1931,0.9467741935483871,0.32,0.15,0.12,0.14,0.13
132,1932,0.5967741935483871,0.31,0.16,0.13,0.15,0.13
133,1933,0.2867741935483871,0.31,0.16,0.13,0.15,0.13
134,1934,-0.0532258064516129,0.3,0.16,0.13,0.15,0.13
135,1935,0.1467741935483871,0.3,0.16,0.13,0.15,0.14
136,1936,0.1367741935483871,0.3,0.17,0.14,0.15,0.14
137,1937,0.9967741935483871,0.3,0.17,0.14,0.16,0.14
138,1938,-0.08322580645161287,0.31,0.18,0.14,0.16,0.15
139,1939,0.10677419354838713,0.32,0.18,0.15,0.17,0.15
140,1940,0.2367741935483871,0.34,0.19,0.16,0.17,0.16
141,1941,0.6367741935483872,0.36,0.19,0.16,0.18,0.16
142,1942,0.7967741935483872,0.39,0.2,0.16,0.18,0.16
143,1943,0.2367741935483871,0.41,0.2,0.17,0.19,0.17
144,1944,0.15677419354838712,0.43,0.2,0.17,0.19,0.17
145,1945,0.6367741935483872,0.44,0.2,0.17,0.19,0.17
146,1946,0.5867741935483871,0.44,0.21,0.17,0.19,0.18
147,1947,0.9867741935483871,0.44,0.21,0.18,0.19,0.18
148,1948,0.37677419354838715,0.43,0.21,0.18,0.19,0.18
149,1949,0.4567741935483871,0.41,0.21,0.18,0.19,0.18
150,1950,0.05677419354838714,0.38,0.22,0.18,0.2,0.19
151,1951,0.6067741935483871,0.37,0.22,0.19,0.2,0.19
152,1952,0.48677419354838714,0.37,0.23,0.19,0.2,0.2
153,1953,0.1467741935483871,0.38,0.23,0.19,0.2,0.2
154,1954,-0.04322580645161289,0.39,0.23,0.19,0.2,0.2
155,1955,1.3267741935483872,0.4,0.23,0.19,0.2,0.2
156,1956,-0.07322580645161286,0.42,0.23,0.19,0.19,0.19
157,1957,-0.06322580645161285,0.44,0.22,0.18,0.18,0.19
158,1958,0.876774193548387,0.45,0.21,0.17,0.17,0.18
159,1959,0.6367741935483872,0.47,0.2,0.16,0.16,0.17
160,1960,0.8067741935483872,0.49,0.19,0.15,0.15,0.16
161,1961,0.6867741935483871,0.51,0.18,0.14,0.14,0.15
162,1962,0.48677419354838714,0.53,0.17,0.13,0.13,0.13
163,1963,0.6567741935483871,0.54,0.15,0.12,0.12,0.12
164,1964,0.48677419354838714,0.53,0.14,0.11,0.11,0.12
165,1965,0.2767741935483871,0.5,0.13,0.11,0.1,0.11
166,1966,0.7067741935483871,0.47,0.12,0.1,0.1,0.1
167,1967,0.2367741935483871,0.42,0.12,0.09,0.09,0.09
168,1968,0.4567741935483871,0.37,0.11,0.09,0.09,0.09
169,1969,0.7267741935483871,0.33,0.11,0.09,0.09,0.09
170,1970,0.6067741935483871,0.3,0.12,0.1,0.1,0.09
171,1971,-0.04322580645161289,0.29,0.13,0.11,0.12,0.11
172,1972,-0.06322580645161285,0.3,0.14,0.12,0.14,0.12
173,1973,0.22677419354838713,0.31,0.17,0.15,0.16,0.15
174,1974,-0.19322580645161286,0.33,0.19,0.17,0.18,0.17
175,1975,-0.023225806451612874,0.35,0.21,0.19,0.2,0.19
176,1976,-0.42322580645161284,0.37,0.23,0.21,0.23,0.21
177,1977,0.876774193548387,0.4,0.26,0.23,0.25,0.24
178,1978,0.5567741935483871,0.45,0.28,0.26,0.27,0.26
179,1979,0.7567741935483872,0.5,0.3,0.28,0.29,0.28
180,1980,0.5267741935483872,0.57,0.32,0.3,0.32,0.3
181,1981,0.8467741935483871,0.63,0.35,0.33,0.34,0.33
182,1982,0.41677419354838713,0.69,0.37,0.35,0.37,0.35
183,1983,1.0267741935483872,0.75,0.4,0.38,0.4,0.38
184,1984,0.3967741935483871,0.79,0.42,0.4,0.42,0.4
185,1985,0.8367741935483871,0.82,0.44,0.42,0.44,0.42
186,1986,0.5467741935483872,0.84,0.47,0.45,0.46,0.45
187,1987,1.546774193548387,0.86,0.49,0.47,0.49,0.47
188,1988,1.136774193548387,0.88,0.52,0.5,0.51,0.5
189,1989,1.0667741935483872,0.9,0.55,0.53,0.54,0.52
190,1990,1.2867741935483872,0.94,0.58,0.56,0.57,0.56
191,1991,0.3867741935483871,0.97,0.62,0.6,0.61,0.59
192,1992,0.09677419354838712,1.01,0.66,0.64,0.65,0.63
193,1993,0.7767741935483872,1.05,0.7,0.68,0.7,0.68
194,1994,0.9567741935483871,1.08,0.75,0.73,0.75,0.73
195,1995,1.116774193548387,1.12,0.8,0.78,0.79,0.77
196,1996,1.106774193548387,1.16,0.85,0.82,0.84,0.82
197,1997,1.2167741935483871,1.21,0.89,0.87,0.88,0.87
198,1998,1.2867741935483872,1.26,0.94,0.91,0.93,0.91
199,1999,1.606774193548387,1.32,0.99,0.96,0.98,0.96
200,2000,1.206774193548387,1.36,1.04,1.01,1.03,1.01
201,2001,1.916774193548387,1.39,1.09,1.06,1.08,1.06
202,2002,1.636774193548387,1.42,1.14,1.11,1.13,1.11
203,2003,1.616774193548387,1.44,1.19,1.16,1.18,1.16
204,2004,1.2467741935483871,1.45,1.24,1.21,1.23,1.21
205,2005,1.4667741935483871,1.45,1.28,1.26,1.28,1.26
206,2006,1.536774193548387,1.45,1.32,1.3,1.32,1.3
207,2007,1.346774193548387,1.45,1.36,1.34,1.36,1.34
208,2008,1.2767741935483872,1.45,1.4,1.38,1.4,1.38
209,2009,1.456774193548387,1.46,1.43,1.41,1.43,1.42
210,2010,2.516774193548387,1.47,1.46,1.45,1.46,1.45
211,2011,1.406774193548387,1.48,1.49,1.48,1.49,1.48
212,2012,1.3267741935483872,1.51,1.52,1.52,1.52,1.52
213,2013,1.416774193548387,1.53,1.56,1.56,1.56,1.56
214,2014,1.906774193548387,1.55,1.59,1.6,1.59,1.6
215,2015,1.416774193548387,1.58,1.63,1.64,1.63,1.64
216,2016,2.0167741935483874,1.61,1.66,1.68,1.66,1.67
217,2017,1.586774193548387,1.63,1.69,1.71,1.7,1.71
218,2018,1.456774193548387,1.66,1.73,1.75,1.73,1.75
219,2019,1.386774193548387,1.69,1.76,1.78,1.77,1.79
220,2020,2.076774193548387,1.72,1.79,1.82,1.8,1.83
221,2021,,,1.83,1.86,1.84,1.87
222,2022,,,1.86,1.9,1.88,1.92
223,2023,,,1.9,1.93,1.92,1.96
224,2024,,,1.93,1.97,1.95,2.01
225,2025,,,1.97,2.01,1.99,2.06
226,2026,,,2.01,2.04,2.03,2.1
227,2027,,,2.04,2.07,2.07,2.15
228,2028,,,2.07,2.11,2.12,2.2
229,2029,,,2.1,2.14,2.16,2.25
230,2030,,,2.13,2.17,2.2,2.29
231,2031,,,2.15,2.2,2.24,2.34
232,2032,,,2.18,2.23,2.28,2.39
233,2033,,,2.2,2.26,2.32,2.44
234,2034,,,2.22,2.29,2.36,2.48
235,2035,,,2.23,2.31,2.39,2.53
236,2036,,,2.25,2.34,2.44,2.59
237,2037,,,2.27,2.37,2.48,2.64
238,2038,,,2.28,2.4,2.52,2.69
239,2039,,,2.3,2.43,2.57,2.75
240,2040,,,2.32,2.46,2.61,2.81
241,2041,,,2.33,2.49,2.66,2.87
242,2042,,,2.35,2.52,2.71,2.93
243,2043,,,2.37,2.55,2.75,2.98
244,2044,,,2.38,2.58,2.79,3.04
245,2045,,,2.39,2.6,2.84,3.1
246,2046,,,2.41,2.63,2.88,3.16
247,2047,,,2.42,2.66,2.93,3.21
248,2048,,,2.43,2.69,2.97,3.27
249,2049,,,2.44,2.72,3.01,3.33
250,2050,,,2.45,2.75,3.06,3.38
251,2051,,,2.46,2.79,3.1,3.44
252,2052,,,2.46,2.82,3.15,3.5
253,2053,,,2.46,2.85,3.19,3.56
254,2054,,,2.47,2.89,3.24,3.62
255,2055,,,2.47,2.92,3.29,3.68
256,2056,,,2.47,2.95,3.33,3.74
257,2057,,,2.47,2.98,3.38,3.8
258,2058,,,2.47,3.01,3.42,3.86
259,2059,,,2.47,3.04,3.47,3.93
260,2060,,,2.47,3.07,3.52,3.98
261,2061,,,2.47,3.1,3.56,4.05
262,2062,,,2.47,3.12,3.61,4.12
263,2063,,,2.47,3.14,3.66,4.19
264,2064,,,2.47,3.17,3.71,4.26
265,2065,,,2.47,3.18,3.76,4.33
266,2066,,,2.47,3.2,3.81,4.4
267,2067,,,2.46,3.22,3.86,4.47
268,2068,,,2.46,3.24,3.91,4.54
269,2069,,,2.46,3.25,3.96,4.61
270,2070,,,2.45,3.27,4.01,4.68
271,2071,,,2.45,3.28,4.06,4.75
272,2072,,,2.44,3.3,4.11,4.81
273,2073,,,2.44,3.32,4.16,4.88
274,2074,,,2.43,3.34,4.21,4.96
275,2075,,,2.42,3.36,4.27,5.03
276,2076,,,2.42,3.37,4.32,5.1
277,2077,,,2.41,3.4,4.38,5.17
278,2078,,,2.4,3.42,4.43,5.24
279,2079,,,2.4,3.43,4.49,5.32
280,2080,,,2.4,3.45,4.54,5.38
281,2081,,,2.39,3.47,4.6,5.45
282,2082,,,2.39,3.49,4.65,5.52
283,2083,,,2.39,3.5,4.7,5.59
284,2084,,,2.38,3.52,4.75,5.66
285,2085,,,2.38,3.54,4.81,5.73
286,2086,,,2.38,3.56,4.86,5.8
287,2087,,,2.37,3.57,4.92,5.87
288,2088,,,2.37,3.59,4.98,5.95
289,2089,,,2.36,3.6,5.03,6.02
290,2090,,,2.36,3.61,5.08,6.09
291,2091,,,2.35,3.63,5.14,6.16
292,2092,,,2.35,3.64,5.19,6.23
293,2093,,,2.34,3.66,5.25,6.3
294,2094,,,2.34,3.67,5.3,6.37
295,2095,,,2.33,3.68,5.35,6.43
296,2096,,,2.33,3.7,5.4,6.5
297,2097,,,2.32,3.71,5.46,6.57
298,2098,,,2.32,3.72,5.51,6.63
299,2099,,,2.31,3.73,5.56,6.69
300,2100,,,2.31,3.74,5.62,6.77
