Mongolia,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
115,1915,-0.2445161290322581,0.05,,,,
116,1916,-0.3645161290322581,0.08,,,,
117,1917,-0.0045161290322581205,0.12,,,,
118,1918,0.25548387096774183,0.16,,,,
119,1919,0.22548387096774186,0.19,,,,
120,1920,0.5754838709677419,0.22,,,,
121,1921,0.6354838709677418,0.25,,,,
122,1922,0.005483870967741833,0.26,,,,
123,1923,-0.0945161290322582,0.25,,,,
124,1924,0.35548387096774187,0.24,,,,
125,1925,0.6254838709677418,0.22,,,,
126,1926,0.8654838709677419,0.19,,,,
127,1927,0.23548387096774184,0.14,,,,
128,1928,0.11548387096774188,0.09,,,,
129,1929,-0.4945161290322581,0.04,,,,
130,1930,-0.08451612903225819,-0.01,,,,
131,1931,-0.3545161290322581,-0.06,,,,
132,1932,0.8654838709677419,-0.09,,,,
133,1933,-0.27451612903225814,-0.09,,,,
134,1934,-0.5545161290322582,-0.08,,,,
135,1935,-0.2245161290322581,-0.04,,,,
136,1936,-1.0545161290322582,-0.0,,,,
137,1937,-0.4645161290322582,0.04,,,,
138,1938,0.3154838709677419,0.07,,,,
139,1939,0.5754838709677419,0.11,,,,
140,1940,0.47548387096774186,0.15,,,,
141,1941,0.7054838709677418,0.2,,,,
142,1942,0.46548387096774185,0.25,,,,
143,1943,0.45548387096774184,0.28,,,,
144,1944,-0.41451612903225815,0.3,,,,
145,1945,0.18548387096774183,0.3,,,,
146,1946,0.6354838709677418,0.28,,,,
147,1947,-0.9945161290322582,0.25,,,,
148,1948,0.6554838709677419,0.21,,,,
149,1949,0.37548387096774183,0.18,,,,
150,1950,0.13548387096774184,0.15,,,,
151,1951,0.35548387096774187,0.14,,,,
152,1952,-0.2545161290322581,0.14,,,,
153,1953,0.39548387096774185,0.14,,,,
154,1954,-0.5945161290322583,0.16,,,,
155,1955,0.47548387096774186,0.19,,,,
156,1956,-0.6945161290322581,0.22,,,,
157,1957,-0.3445161290322582,0.27,,,,
158,1958,0.9054838709677419,0.32,,,,
159,1959,0.25548387096774183,0.37,,,,
160,1960,0.28548387096774186,0.41,,,,
161,1961,0.7654838709677418,0.45,,,,
162,1962,0.8254838709677419,0.46,,,,
163,1963,1.4954838709677418,0.47,,,,
164,1964,0.27548387096774185,0.47,,,,
165,1965,1.1754838709677418,0.47,,,,
166,1966,0.4954838709677418,0.48,,,,
167,1967,0.13548387096774184,0.48,,,,
168,1968,0.04548387096774187,0.48,,,,
169,1969,-0.4745161290322581,0.48,,,,
170,1970,0.06548387096774183,0.48,,,,
171,1971,0.47548387096774186,0.5,,,,
172,1972,0.8554838709677419,0.53,,,,
173,1973,1.2854838709677419,0.58,,,,
174,1974,0.17548387096774187,0.65,,,,
175,1975,1.085483870967742,0.72,,,,
176,1976,0.21548387096774185,0.78,,,,
177,1977,0.8054838709677419,0.83,,,,
178,1978,1.3154838709677419,0.85,,,,
179,1979,1.4754838709677418,0.85,,,,
180,1980,0.7054838709677418,0.86,,,,
181,1981,0.6054838709677419,0.87,,,,
182,1982,1.585483870967742,0.89,,,,
183,1983,0.9954838709677418,0.93,,,,
184,1984,-0.30451612903225816,0.97,,,,
185,1985,0.15548387096774186,1.0,,,,
186,1986,0.9054838709677419,1.03,,,,
187,1987,0.8054838709677419,1.06,,,,
188,1988,1.0154838709677418,1.1,,,,
189,1989,1.8454838709677417,1.16,,,,
190,1990,1.8454838709677417,1.24,,,,
191,1991,1.2854838709677419,1.33,,,,
192,1992,1.2554838709677418,1.43,,,,
193,1993,0.7954838709677419,1.52,,,,
194,1994,1.7454838709677418,1.59,,,,
195,1995,1.825483870967742,1.64,,,,
196,1996,0.9454838709677418,1.69,,,,
197,1997,2.325483870967742,1.72,,,,
198,1998,2.645483870967742,1.75,,,,
199,1999,2.185483870967742,1.78,,,,
200,2000,1.2654838709677418,1.82,,,,
201,2001,1.8654838709677417,1.86,,,,
202,2002,2.205483870967742,1.87,,,,
203,2003,1.135483870967742,1.86,,,,
204,2004,2.295483870967742,1.83,,,,
205,2005,1.095483870967742,1.79,1.73,1.68,1.84,1.75
206,2006,2.015483870967742,1.75,1.76,1.72,1.86,1.78
207,2007,3.0754838709677417,1.74,1.79,1.76,1.87,1.8
208,2008,2.165483870967742,1.76,1.83,1.8,1.89,1.83
209,2009,1.6854838709677418,1.79,1.86,1.85,1.91,1.87
210,2010,0.9154838709677419,1.82,1.9,1.89,1.93,1.9
211,2011,0.9854838709677418,1.86,1.93,1.93,1.94,1.93
212,2012,0.48548387096774187,1.92,1.97,1.98,1.96,1.96
213,2013,1.9354838709677418,1.98,2.0,2.02,1.98,1.99
214,2014,2.1354838709677417,2.04,2.04,2.07,2.01,2.03
215,2015,2.605483870967742,2.1,2.09,2.12,2.05,2.08
216,2016,1.7954838709677419,2.16,2.14,2.16,2.09,2.13
217,2017,2.8454838709677417,2.23,2.19,2.21,2.13,2.18
218,2018,2.1554838709677417,2.31,2.24,2.25,2.17,2.23
219,2019,2.455483870967742,2.38,2.29,2.3,2.21,2.29
220,2020,2.395483870967742,2.46,2.34,2.34,2.25,2.34
221,2021,,,2.38,2.39,2.3,2.4
222,2022,,,2.41,2.43,2.36,2.45
223,2023,,,2.45,2.47,2.41,2.5
224,2024,,,2.48,2.51,2.46,2.55
225,2025,,,2.52,2.54,2.51,2.6
226,2026,,,2.56,2.58,2.56,2.65
227,2027,,,2.59,2.62,2.61,2.7
228,2028,,,2.62,2.66,2.67,2.76
229,2029,,,2.64,2.7,2.72,2.81
230,2030,,,2.67,2.74,2.77,2.86
231,2031,,,2.69,2.78,2.82,2.92
232,2032,,,2.72,2.83,2.87,2.98
233,2033,,,2.75,2.88,2.92,3.05
234,2034,,,2.78,2.92,2.97,3.11
235,2035,,,2.81,2.97,3.01,3.17
236,2036,,,2.84,3.02,3.06,3.24
237,2037,,,2.87,3.07,3.11,3.3
238,2038,,,2.91,3.12,3.16,3.37
239,2039,,,2.94,3.17,3.2,3.44
240,2040,,,2.97,3.21,3.24,3.51
241,2041,,,3.0,3.26,3.29,3.58
242,2042,,,3.03,3.3,3.33,3.66
243,2043,,,3.06,3.34,3.39,3.73
244,2044,,,3.09,3.38,3.45,3.81
245,2045,,,3.11,3.42,3.51,3.89
246,2046,,,3.13,3.45,3.57,3.97
247,2047,,,3.15,3.49,3.63,4.05
248,2048,,,3.16,3.53,3.7,4.12
249,2049,,,3.16,3.57,3.77,4.19
250,2050,,,3.18,3.61,3.83,4.26
251,2051,,,3.19,3.64,3.89,4.33
252,2052,,,3.21,3.68,3.95,4.4
253,2053,,,3.22,3.71,4.0,4.47
254,2054,,,3.23,3.74,4.05,4.54
255,2055,,,3.24,3.77,4.1,4.61
256,2056,,,3.25,3.79,4.14,4.68
257,2057,,,3.25,3.82,4.19,4.76
258,2058,,,3.26,3.84,4.24,4.84
259,2059,,,3.26,3.86,4.28,4.92
260,2060,,,3.27,3.88,4.34,5.01
261,2061,,,3.27,3.9,4.39,5.1
262,2062,,,3.27,3.92,4.46,5.19
263,2063,,,3.27,3.94,4.53,5.28
264,2064,,,3.27,3.96,4.6,5.38
265,2065,,,3.27,3.99,4.67,5.48
266,2066,,,3.27,4.02,4.74,5.58
267,2067,,,3.27,4.05,4.81,5.67
268,2068,,,3.27,4.08,4.88,5.77
269,2069,,,3.27,4.11,4.96,5.87
270,2070,,,3.27,4.15,5.04,5.96
271,2071,,,3.27,4.19,5.12,6.05
272,2072,,,3.28,4.22,5.19,6.14
273,2073,,,3.29,4.25,5.26,6.23
274,2074,,,3.29,4.28,5.31,6.32
275,2075,,,3.3,4.3,5.37,6.4
276,2076,,,3.31,4.33,5.42,6.49
277,2077,,,3.32,4.36,5.48,6.58
278,2078,,,3.33,4.39,5.53,6.68
279,2079,,,3.33,4.42,5.6,6.77
280,2080,,,3.33,4.45,5.66,6.86
281,2081,,,3.33,4.47,5.73,6.96
282,2082,,,3.32,4.5,5.8,7.05
283,2083,,,3.31,4.52,5.87,7.15
284,2084,,,3.29,4.55,5.94,7.25
285,2085,,,3.27,4.57,6.01,7.35
286,2086,,,3.25,4.59,6.09,7.44
287,2087,,,3.24,4.61,6.16,7.55
288,2088,,,3.23,4.63,6.23,7.65
289,2089,,,3.22,4.65,6.3,7.75
290,2090,,,3.22,4.66,6.37,7.86
291,2091,,,3.22,4.68,6.44,7.96
292,2092,,,3.22,4.68,6.51,8.06
293,2093,,,3.23,4.69,6.58,8.17
294,2094,,,3.23,4.7,6.65,8.27
295,2095,,,3.23,4.71,6.72,8.38
296,2096,,,3.23,4.72,6.79,8.48
297,2097,,,3.24,4.73,6.86,8.59
298,2098,,,3.24,4.74,6.93,8.69
299,2099,,,3.24,4.75,7.0,8.8
300,2100,,,3.25,4.76,7.07,8.9
