Singapore,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
127,1927,0.17172413793103442,0.21,,,,
128,1928,0.2817241379310344,0.22,,,,
129,1929,0.18172413793103442,0.23,,,,
130,1930,0.4217241379310344,0.24,,,,
131,1931,0.5917241379310344,0.26,,,,
132,1932,0.24172413793103442,0.27,,,,
133,1933,0.11172413793103442,0.28,,,,
134,1934,-0.018275862068965587,0.3,,,,
135,1935,0.26172413793103444,0.32,,,,
136,1936,0.31172413793103443,0.34,,,,
137,1937,0.44172413793103443,0.36,,,,
138,1938,0.3717241379310344,0.38,,,,
139,1939,0.31172413793103443,0.4,,,,
140,1940,0.5617241379310345,0.43,,,,
141,1941,0.9717241379310344,0.46,,,,
142,1942,0.6717241379310345,0.48,,,,
143,1943,0.26172413793103444,0.5,,,,
144,1944,0.4617241379310344,0.51,,,,
145,1945,0.3717241379310344,0.52,,,,
146,1946,0.6217241379310344,0.52,,,,
147,1947,0.6817241379310344,0.53,,,,
148,1948,0.5517241379310345,0.53,,,,
149,1949,0.5117241379310344,0.53,,,,
150,1950,0.33172413793103445,0.53,,,,
151,1951,0.6017241379310344,0.53,,,,
152,1952,0.6517241379310345,0.53,,,,
153,1953,0.6817241379310344,0.53,,,,
154,1954,0.3617241379310344,0.54,,,,
155,1955,0.41172413793103446,0.54,,,,
156,1956,0.3017241379310344,0.55,,,,
157,1957,0.5917241379310344,0.55,,,,
158,1958,0.9117241379310344,0.55,,,,
159,1959,0.6217241379310344,0.55,,,,
160,1960,0.6217241379310344,0.56,,,,
161,1961,0.5317241379310345,0.57,,,,
162,1962,0.39172413793103444,0.58,,,,
163,1963,0.6217241379310344,0.59,,,,
164,1964,0.5317241379310345,0.6,,,,
165,1965,0.4917241379310344,0.6,,,,
166,1966,0.7717241379310344,0.61,,,,
167,1967,0.5217241379310344,0.62,,,,
168,1968,0.6117241379310344,0.63,,,,
169,1969,0.9617241379310344,0.63,,,,
170,1970,0.7317241379310344,0.63,,,,
171,1971,0.4917241379310344,0.64,,,,
172,1972,0.7617241379310344,0.65,,,,
173,1973,0.7217241379310344,0.66,,,,
174,1974,0.38172413793103444,0.68,,,,
175,1975,0.44172413793103443,0.69,,,,
176,1976,0.5117241379310344,0.71,,,,
177,1977,0.8217241379310345,0.73,,,,
178,1978,0.8317241379310344,0.75,,,,
179,1979,0.8817241379310344,0.78,,,,
180,1980,0.8817241379310344,0.8,,,,
181,1981,0.9117241379310344,0.82,,,,
182,1982,0.7917241379310345,0.84,,,,
183,1983,1.2317241379310344,0.85,,,,
184,1984,0.38172413793103444,0.86,,,,
185,1985,0.7117241379310344,0.87,,,,
186,1986,0.7717241379310344,0.87,,,,
187,1987,1.0517241379310345,0.87,,,,
188,1988,0.9917241379310344,0.88,,,,
189,1989,0.7017241379310344,0.89,,,,
190,1990,1.0617241379310345,0.9,,,,
191,1991,0.9117241379310344,0.92,,,,
192,1992,0.8517241379310344,0.93,,,,
193,1993,0.8517241379310344,0.95,,,,
194,1994,1.0117241379310344,0.97,,,,
195,1995,0.9117241379310344,0.98,,,,
196,1996,0.8917241379310344,1.01,,,,
197,1997,1.4517241379310344,1.03,,,,
198,1998,1.7117241379310344,1.06,,,,
199,1999,0.9717241379310344,1.09,,,,
200,2000,1.0317241379310345,1.12,,,,
201,2001,1.1017241379310345,1.14,,,,
202,2002,1.3117241379310345,1.16,,,,
203,2003,1.2117241379310344,1.18,,,,
204,2004,1.2317241379310344,1.19,,,,
205,2005,1.3517241379310345,1.2,1.25,1.26,1.28,1.24
206,2006,1.2717241379310344,1.21,1.28,1.28,1.3,1.26
207,2007,1.0217241379310344,1.23,1.3,1.3,1.32,1.29
208,2008,0.9517241379310344,1.25,1.32,1.32,1.34,1.31
209,2009,1.3017241379310345,1.27,1.34,1.35,1.36,1.34
210,2010,1.4917241379310344,1.29,1.37,1.37,1.38,1.36
211,2011,1.1517241379310343,1.32,1.39,1.39,1.4,1.39
212,2012,1.1617241379310346,1.36,1.41,1.41,1.42,1.41
213,2013,1.3517241379310345,1.41,1.44,1.44,1.44,1.44
214,2014,1.4117241379310346,1.46,1.46,1.46,1.46,1.47
215,2015,1.7017241379310346,1.51,1.49,1.48,1.48,1.49
216,2016,2.0017241379310344,1.56,1.51,1.51,1.5,1.52
217,2017,1.4917241379310344,1.62,1.54,1.53,1.52,1.55
218,2018,1.4017241379310343,1.67,1.56,1.56,1.54,1.57
219,2019,1.9117241379310346,1.72,1.59,1.59,1.56,1.6
220,2020,1.7517241379310344,1.78,1.62,1.62,1.59,1.63
221,2021,,,1.64,1.64,1.62,1.66
222,2022,,,1.67,1.67,1.64,1.69
223,2023,,,1.69,1.7,1.67,1.72
224,2024,,,1.71,1.73,1.7,1.75
225,2025,,,1.73,1.75,1.73,1.78
226,2026,,,1.75,1.78,1.75,1.81
227,2027,,,1.77,1.8,1.78,1.84
228,2028,,,1.8,1.83,1.81,1.88
229,2029,,,1.82,1.85,1.84,1.91
230,2030,,,1.84,1.87,1.87,1.94
231,2031,,,1.86,1.89,1.9,1.97
232,2032,,,1.89,1.91,1.93,2.0
233,2033,,,1.91,1.94,1.95,2.04
234,2034,,,1.93,1.96,1.98,2.07
235,2035,,,1.94,1.99,2.01,2.11
236,2036,,,1.96,2.02,2.04,2.14
237,2037,,,1.98,2.04,2.06,2.18
238,2038,,,1.99,2.07,2.09,2.22
239,2039,,,2.01,2.09,2.12,2.26
240,2040,,,2.02,2.12,2.15,2.3
241,2041,,,2.03,2.14,2.18,2.33
242,2042,,,2.05,2.17,2.21,2.37
243,2043,,,2.06,2.19,2.24,2.41
244,2044,,,2.07,2.22,2.28,2.45
245,2045,,,2.09,2.24,2.31,2.49
246,2046,,,2.1,2.27,2.34,2.53
247,2047,,,2.11,2.3,2.38,2.57
248,2048,,,2.12,2.32,2.41,2.61
249,2049,,,2.13,2.35,2.45,2.66
250,2050,,,2.13,2.37,2.48,2.7
251,2051,,,2.14,2.4,2.51,2.75
252,2052,,,2.15,2.42,2.55,2.79
253,2053,,,2.16,2.45,2.58,2.84
254,2054,,,2.17,2.47,2.62,2.89
255,2055,,,2.17,2.5,2.65,2.94
256,2056,,,2.18,2.52,2.69,2.99
257,2057,,,2.19,2.54,2.73,3.04
258,2058,,,2.19,2.56,2.77,3.09
259,2059,,,2.2,2.59,2.8,3.14
260,2060,,,2.21,2.61,2.84,3.18
261,2061,,,2.22,2.63,2.87,3.23
262,2062,,,2.22,2.65,2.91,3.28
263,2063,,,2.23,2.66,2.94,3.33
264,2064,,,2.23,2.68,2.97,3.38
265,2065,,,2.23,2.7,3.01,3.44
266,2066,,,2.23,2.72,3.04,3.49
267,2067,,,2.23,2.74,3.07,3.54
268,2068,,,2.23,2.75,3.1,3.59
269,2069,,,2.23,2.77,3.14,3.65
270,2070,,,2.23,2.79,3.17,3.7
271,2071,,,2.23,2.81,3.21,3.76
272,2072,,,2.23,2.83,3.25,3.82
273,2073,,,2.23,2.84,3.29,3.87
274,2074,,,2.23,2.86,3.33,3.93
275,2075,,,2.23,2.88,3.37,3.98
276,2076,,,2.23,2.89,3.41,4.04
277,2077,,,2.23,2.91,3.45,4.1
278,2078,,,2.24,2.92,3.49,4.15
279,2079,,,2.24,2.94,3.53,4.21
280,2080,,,2.24,2.95,3.58,4.27
281,2081,,,2.23,2.96,3.62,4.32
282,2082,,,2.23,2.98,3.66,4.38
283,2083,,,2.22,2.99,3.7,4.43
284,2084,,,2.22,3.0,3.74,4.48
285,2085,,,2.21,3.01,3.78,4.54
286,2086,,,2.21,3.03,3.82,4.59
287,2087,,,2.21,3.04,3.86,4.64
288,2088,,,2.2,3.05,3.9,4.69
289,2089,,,2.2,3.06,3.93,4.74
290,2090,,,2.19,3.08,3.97,4.79
291,2091,,,2.19,3.09,4.01,4.84
292,2092,,,2.19,3.1,4.05,4.89
293,2093,,,2.19,3.11,4.09,4.94
294,2094,,,2.19,3.13,4.13,5.0
295,2095,,,2.19,3.14,4.17,5.05
296,2096,,,2.19,3.15,4.21,5.1
297,2097,,,2.19,3.16,4.25,5.15
298,2098,,,2.19,3.18,4.29,5.2
299,2099,,,2.19,3.19,4.33,5.25
300,2100,,,2.19,3.2,4.37,5.31
